"Site","Date.Time","Temperature","Salinity","Date","Time"
"Echo Bay",2025-09-21 18:30:00,12.63,23.64,2025-09-21,"18:30:00"
"Echo Bay",2025-09-21 19:00:00,11.68,24.56,2025-09-21,"19:00:00"
"Echo Bay",2025-09-21 19:30:00,12.41,23.83,2025-09-21,"19:30:00"
"Echo Bay",2025-09-21 20:00:00,12.54,23.57,2025-09-21,"20:00:00"
"Echo Bay",2025-09-21 20:30:00,12.44,23.56,2025-09-21,"20:30:00"
"Echo Bay",2025-09-21 21:00:00,12.6,23.34,2025-09-21,"21:00:00"
"Echo Bay",2025-09-21 21:30:00,12.31,23.68,2025-09-21,"21:30:00"
"Echo Bay",2025-09-21 22:00:00,12.35,23.64,2025-09-21,"22:00:00"
"Echo Bay",2025-09-21 22:30:00,12.16,23.78,2025-09-21,"22:30:00"
"Echo Bay",2025-09-21 23:00:00,12,24.13,2025-09-21,"23:00:00"
"Echo Bay",2025-09-21 23:30:00,11.71,24.62,2025-09-21,"23:30:00"
"Echo Bay",2025-09-22 00:00:00,11.9,24.37,2025-09-22,"00:00:00"
"Echo Bay",2025-09-22 00:30:00,11.97,24.43,2025-09-22,"00:30:00"
"Echo Bay",2025-09-22 01:00:00,11.1,25.51,2025-09-22,"01:00:00"
"Echo Bay",2025-09-22 01:30:00,11.17,25.52,2025-09-22,"01:30:00"
"Echo Bay",2025-09-22 02:00:00,11.52,25.08,2025-09-22,"02:00:00"
"Echo Bay",2025-09-22 02:30:00,11.33,25.31,2025-09-22,"02:30:00"
"Echo Bay",2025-09-22 03:00:00,12.22,23.34,2025-09-22,"03:00:00"
"Echo Bay",2025-09-22 03:30:00,12.28,22.9,2025-09-22,"03:30:00"
"Echo Bay",2025-09-22 04:00:00,12.25,23.05,2025-09-22,"04:00:00"
"Echo Bay",2025-09-22 04:30:00,12.12,23.15,2025-09-22,"04:30:00"
"Echo Bay",2025-09-22 05:00:00,11.84,24.03,2025-09-22,"05:00:00"
"Echo Bay",2025-09-22 05:30:00,11.62,24.48,2025-09-22,"05:30:00"
"Echo Bay",2025-09-22 06:00:00,11.33,25.07,2025-09-22,"06:00:00"
"Echo Bay",2025-09-22 06:30:00,11.65,24.35,2025-09-22,"06:30:00"
"Echo Bay",2025-09-22 07:00:00,11.58,24.45,2025-09-22,"07:00:00"
"Echo Bay",2025-09-22 07:30:00,11.39,24.88,2025-09-22,"07:30:00"
"Echo Bay",2025-09-22 08:00:00,11.46,24.84,2025-09-22,"08:00:00"
"Echo Bay",2025-09-22 08:30:00,11.42,24.81,2025-09-22,"08:30:00"
"Echo Bay",2025-09-22 09:00:00,11.42,24.86,2025-09-22,"09:00:00"
"Echo Bay",2025-09-22 09:30:00,11.55,24.75,2025-09-22,"09:30:00"
"Echo Bay",2025-09-22 10:00:00,11.55,24.72,2025-09-22,"10:00:00"
"Echo Bay",2025-09-22 10:30:00,11.55,24.72,2025-09-22,"10:30:00"
"Echo Bay",2025-09-22 11:00:00,11.52,24.74,2025-09-22,"11:00:00"
"Echo Bay",2025-09-22 11:30:00,11.58,24.55,2025-09-22,"11:30:00"
"Echo Bay",2025-09-22 12:00:00,11.62,24.48,2025-09-22,"12:00:00"
"Echo Bay",2025-09-22 12:30:00,11.58,24.8,2025-09-22,"12:30:00"
"Echo Bay",2025-09-22 13:00:00,11.1,25.43,2025-09-22,"13:00:00"
"Echo Bay",2025-09-22 13:30:00,10.65,26,2025-09-22,"13:30:00"
"Echo Bay",2025-09-22 14:00:00,10.81,25.97,2025-09-22,"14:00:00"
"Echo Bay",2025-09-22 14:30:00,10.71,26.14,2025-09-22,"14:30:00"
"Echo Bay",2025-09-22 15:00:00,10.84,26.02,2025-09-22,"15:00:00"
"Echo Bay",2025-09-22 15:30:00,10.84,26.21,2025-09-22,"15:30:00"
"Echo Bay",2025-09-22 16:00:00,11.49,25.28,2025-09-22,"16:00:00"
"Echo Bay",2025-09-22 16:30:00,11.26,25.35,2025-09-22,"16:30:00"
"Echo Bay",2025-09-22 17:00:00,11.29,25.28,2025-09-22,"17:00:00"
"Echo Bay",2025-09-22 17:30:00,11.39,25.26,2025-09-22,"17:30:00"
"Echo Bay",2025-09-22 18:00:00,11.36,24.85,2025-09-22,"18:00:00"
"Echo Bay",2025-09-22 18:30:00,11.2,24.54,2025-09-22,"18:30:00"
"Echo Bay",2025-09-22 19:00:00,11.1,25.12,2025-09-22,"19:00:00"
"Echo Bay",2025-09-22 19:30:00,10.84,25.34,2025-09-22,"19:30:00"
"Echo Bay",2025-09-22 20:00:00,11.07,25.14,2025-09-22,"20:00:00"
"Echo Bay",2025-09-22 20:30:00,10.84,25.37,2025-09-22,"20:30:00"
"Echo Bay",2025-09-22 21:00:00,10.91,25.33,2025-09-22,"21:00:00"
"Echo Bay",2025-09-22 21:30:00,11.07,25.25,2025-09-22,"21:30:00"
"Echo Bay",2025-09-22 22:00:00,10.91,25.38,2025-09-22,"22:00:00"
"Echo Bay",2025-09-22 22:30:00,11.01,25.47,2025-09-22,"22:30:00"
"Echo Bay",2025-09-22 23:00:00,10.97,25.47,2025-09-22,"23:00:00"
"Echo Bay",2025-09-22 23:30:00,10.81,25.63,2025-09-22,"23:30:00"
"Echo Bay",2025-09-23 00:00:00,11.04,25.45,2025-09-23,"00:00:00"
"Echo Bay",2025-09-23 00:30:00,10.91,25.59,2025-09-23,"00:30:00"
"Echo Bay",2025-09-23 01:00:00,11.17,25.1,2025-09-23,"01:00:00"
"Echo Bay",2025-09-23 01:30:00,10.97,25.41,2025-09-23,"01:30:00"
"Echo Bay",2025-09-23 02:00:00,10.88,25.58,2025-09-23,"02:00:00"
"Echo Bay",2025-09-23 02:30:00,10.39,26.08,2025-09-23,"02:30:00"
"Echo Bay",2025-09-23 03:00:00,10.55,26.09,2025-09-23,"03:00:00"
"Echo Bay",2025-09-23 03:30:00,11.07,25.06,2025-09-23,"03:30:00"
"Echo Bay",2025-09-23 04:00:00,11.17,24.77,2025-09-23,"04:00:00"
"Echo Bay",2025-09-23 04:30:00,11.01,25.03,2025-09-23,"04:30:00"
"Echo Bay",2025-09-23 05:00:00,11.07,24.78,2025-09-23,"05:00:00"
"Echo Bay",2025-09-23 05:30:00,11.17,24.53,2025-09-23,"05:30:00"
"Echo Bay",2025-09-23 06:00:00,11.01,24.82,2025-09-23,"06:00:00"
"Echo Bay",2025-09-23 06:30:00,10.88,25.11,2025-09-23,"06:30:00"
"Echo Bay",2025-09-23 07:00:00,10.75,25.49,2025-09-23,"07:00:00"
"Echo Bay",2025-09-23 07:30:00,10.91,25.22,2025-09-23,"07:30:00"
"Echo Bay",2025-09-23 08:00:00,11.39,23.65,2025-09-23,"08:00:00"
"Echo Bay",2025-09-23 08:30:00,11.26,23.8,2025-09-23,"08:30:00"
"Echo Bay",2025-09-23 09:00:00,11.2,23.84,2025-09-23,"09:00:00"
"Echo Bay",2025-09-23 09:30:00,11.58,22.89,2025-09-23,"09:30:00"
"Echo Bay",2025-09-23 10:00:00,11.49,23.15,2025-09-23,"10:00:00"
"Echo Bay",2025-09-23 10:30:00,11.58,22.91,2025-09-23,"10:30:00"
"Echo Bay",2025-09-23 11:00:00,11.65,22.65,2025-09-23,"11:00:00"
"Echo Bay",2025-09-23 11:30:00,11.46,23.45,2025-09-23,"11:30:00"
"Echo Bay",2025-09-23 12:00:00,12.22,22.04,2025-09-23,"12:00:00"
"Echo Bay",2025-09-23 12:30:00,12.28,21.68,2025-09-23,"12:30:00"
"Echo Bay",2025-09-23 13:00:00,12.06,22,2025-09-23,"13:00:00"
"Echo Bay",2025-09-23 13:30:00,11.81,22.45,2025-09-23,"13:30:00"
"Echo Bay",2025-09-23 14:00:00,11.26,24.24,2025-09-23,"14:00:00"
"Echo Bay",2025-09-23 14:30:00,10.84,25.55,2025-09-23,"14:30:00"
"Echo Bay",2025-09-23 15:00:00,12.19,23.76,2025-09-23,"15:00:00"
"Echo Bay",2025-09-23 15:30:00,12.5,22.32,2025-09-23,"15:30:00"
"Echo Bay",2025-09-23 16:00:00,12.76,21.44,2025-09-23,"16:00:00"
"Echo Bay",2025-09-23 16:30:00,12.57,21.32,2025-09-23,"16:30:00"
"Echo Bay",2025-09-23 17:00:00,12.38,21.6,2025-09-23,"17:00:00"
"Echo Bay",2025-09-23 17:30:00,11.68,23.39,2025-09-23,"17:30:00"
"Echo Bay",2025-09-23 18:00:00,12.06,22.53,2025-09-23,"18:00:00"
"Echo Bay",2025-09-23 18:30:00,11.33,23.79,2025-09-23,"18:30:00"
"Echo Bay",2025-09-23 19:00:00,12.03,22.6,2025-09-23,"19:00:00"
"Echo Bay",2025-09-23 19:30:00,11.65,23.11,2025-09-23,"19:30:00"
"Echo Bay",2025-09-23 20:00:00,11.49,23.89,2025-09-23,"20:00:00"
"Echo Bay",2025-09-23 20:30:00,11.62,23.63,2025-09-23,"20:30:00"
"Echo Bay",2025-09-23 21:00:00,11.74,23.33,2025-09-23,"21:00:00"
"Echo Bay",2025-09-23 21:30:00,11.77,23.41,2025-09-23,"21:30:00"
"Echo Bay",2025-09-23 22:00:00,11.84,23.27,2025-09-23,"22:00:00"
"Echo Bay",2025-09-23 22:30:00,11.87,23.12,2025-09-23,"22:30:00"
"Echo Bay",2025-09-23 23:00:00,11.77,23.26,2025-09-23,"23:00:00"
"Echo Bay",2025-09-23 23:30:00,11.74,23.35,2025-09-23,"23:30:00"
"Echo Bay",2025-09-24 00:00:00,11.81,23.57,2025-09-24,"00:00:00"
"Echo Bay",2025-09-24 00:30:00,11.84,22.91,2025-09-24,"00:30:00"
"Echo Bay",2025-09-24 01:00:00,11.81,22.96,2025-09-24,"01:00:00"
"Echo Bay",2025-09-24 01:30:00,11.81,22.71,2025-09-24,"01:30:00"
"Echo Bay",2025-09-24 02:00:00,11.42,23.88,2025-09-24,"02:00:00"
"Echo Bay",2025-09-24 02:30:00,11.17,24.48,2025-09-24,"02:30:00"
"Echo Bay",2025-09-24 03:00:00,11.01,24.9,2025-09-24,"03:00:00"
"Echo Bay",2025-09-24 03:30:00,11.13,24.66,2025-09-24,"03:30:00"
"Echo Bay",2025-09-24 04:00:00,10.94,25.1,2025-09-24,"04:00:00"
"Echo Bay",2025-09-24 04:30:00,11.77,22.65,2025-09-24,"04:30:00"
"Echo Bay",2025-09-24 05:00:00,11.62,22.95,2025-09-24,"05:00:00"
"Echo Bay",2025-09-24 05:30:00,11.62,22.95,2025-09-24,"05:30:00"
"Echo Bay",2025-09-24 06:00:00,11.39,23.59,2025-09-24,"06:00:00"
"Echo Bay",2025-09-24 06:30:00,11.13,24.32,2025-09-24,"06:30:00"
"Echo Bay",2025-09-24 07:00:00,11.49,23.3,2025-09-24,"07:00:00"
"Echo Bay",2025-09-24 07:30:00,11.36,23.56,2025-09-24,"07:30:00"
"Echo Bay",2025-09-24 08:00:00,11.49,23.25,2025-09-24,"08:00:00"
"Echo Bay",2025-09-24 08:30:00,11.49,23.1,2025-09-24,"08:30:00"
"Echo Bay",2025-09-24 09:00:00,11.42,23.24,2025-09-24,"09:00:00"
"Echo Bay",2025-09-24 09:30:00,11.49,22.87,2025-09-24,"09:30:00"
"Echo Bay",2025-09-24 10:00:00,11.23,23.72,2025-09-24,"10:00:00"
"Echo Bay",2025-09-24 10:30:00,11.26,23.91,2025-09-24,"10:30:00"
"Echo Bay",2025-09-24 11:00:00,11.23,24.21,2025-09-24,"11:00:00"
"Echo Bay",2025-09-24 11:30:00,11.07,24.62,2025-09-24,"11:30:00"
"Echo Bay",2025-09-24 12:00:00,11.07,24.67,2025-09-24,"12:00:00"
"Echo Bay",2025-09-24 12:30:00,11.2,25,2025-09-24,"12:30:00"
"Echo Bay",2025-09-24 13:00:00,11.23,24.91,2025-09-24,"13:00:00"
"Echo Bay",2025-09-24 13:30:00,11.04,25.03,2025-09-24,"13:30:00"
"Echo Bay",2025-09-24 14:00:00,11.74,24.24,2025-09-24,"14:00:00"
"Echo Bay",2025-09-24 14:30:00,11.36,24.87,2025-09-24,"14:30:00"
"Echo Bay",2025-09-24 15:00:00,11.74,24.93,2025-09-24,"15:00:00"
"Echo Bay",2025-09-24 15:30:00,11.17,25.15,2025-09-24,"15:30:00"
"Echo Bay",2025-09-24 16:00:00,11.68,25.05,2025-09-24,"16:00:00"
"Echo Bay",2025-09-24 16:30:00,11.58,25.19,2025-09-24,"16:30:00"
"Echo Bay",2025-09-24 17:00:00,12.12,23.8,2025-09-24,"17:00:00"
"Echo Bay",2025-09-24 17:30:00,11.87,23.81,2025-09-24,"17:30:00"
"Echo Bay",2025-09-24 18:00:00,11.93,23.92,2025-09-24,"18:00:00"
"Echo Bay",2025-09-24 18:30:00,11.87,23.91,2025-09-24,"18:30:00"
"Echo Bay",2025-09-24 19:00:00,11.77,23.97,2025-09-24,"19:00:00"
"Echo Bay",2025-09-24 19:30:00,11.74,24.06,2025-09-24,"19:30:00"
"Echo Bay",2025-09-24 20:00:00,11.68,24.18,2025-09-24,"20:00:00"
"Echo Bay",2025-09-24 20:30:00,11.68,24.03,2025-09-24,"20:30:00"
"Echo Bay",2025-09-24 21:00:00,11.52,23.64,2025-09-24,"21:00:00"
"Echo Bay",2025-09-24 21:30:00,11.62,24.14,2025-09-24,"21:30:00"
"Echo Bay",2025-09-24 22:00:00,11.62,24.07,2025-09-24,"22:00:00"
"Echo Bay",2025-09-24 22:30:00,11.62,24.02,2025-09-24,"22:30:00"
"Echo Bay",2025-09-24 23:00:00,11.62,23.99,2025-09-24,"23:00:00"
"Echo Bay",2025-09-24 23:30:00,11.23,24.91,2025-09-24,"23:30:00"
"Echo Bay",2025-09-25 00:00:00,11.33,24.82,2025-09-25,"00:00:00"
"Echo Bay",2025-09-25 00:30:00,11.42,24.55,2025-09-25,"00:30:00"
"Echo Bay",2025-09-25 01:00:00,11.49,24.4,2025-09-25,"01:00:00"
"Echo Bay",2025-09-25 01:30:00,11.52,24.38,2025-09-25,"01:30:00"
"Echo Bay",2025-09-25 02:00:00,11.36,24.51,2025-09-25,"02:00:00"
"Echo Bay",2025-09-25 02:30:00,11.23,24.72,2025-09-25,"02:30:00"
"Echo Bay",2025-09-25 03:00:00,10.91,25.22,2025-09-25,"03:00:00"
"Echo Bay",2025-09-25 03:30:00,10.71,25.43,2025-09-25,"03:30:00"
"Echo Bay",2025-09-25 04:00:00,10.81,25.37,2025-09-25,"04:00:00"
"Echo Bay",2025-09-25 04:30:00,10.88,25.3,2025-09-25,"04:30:00"
"Echo Bay",2025-09-25 05:00:00,10.81,25.31,2025-09-25,"05:00:00"
"Echo Bay",2025-09-25 05:30:00,11.04,24.72,2025-09-25,"05:30:00"
"Echo Bay",2025-09-25 06:00:00,11.07,24.67,2025-09-25,"06:00:00"
"Echo Bay",2025-09-25 06:30:00,11.07,24.57,2025-09-25,"06:30:00"
"Echo Bay",2025-09-25 07:00:00,11.1,24.42,2025-09-25,"07:00:00"
"Echo Bay",2025-09-25 07:30:00,10.94,24.5,2025-09-25,"07:30:00"
"Echo Bay",2025-09-25 08:00:00,10.91,25.41,2025-09-25,"08:00:00"
"Echo Bay",2025-09-25 08:30:00,11.01,25.05,2025-09-25,"08:30:00"
"Echo Bay",2025-09-25 09:00:00,10.94,25.23,2025-09-25,"09:00:00"
"Echo Bay",2025-09-25 09:30:00,10.97,25.05,2025-09-25,"09:30:00"
"Echo Bay",2025-09-25 10:00:00,10.97,25.05,2025-09-25,"10:00:00"
"Echo Bay",2025-09-25 10:30:00,11.07,25.01,2025-09-25,"10:30:00"
"Echo Bay",2025-09-25 11:00:00,11.04,24.98,2025-09-25,"11:00:00"
"Echo Bay",2025-09-25 11:30:00,11.1,25.09,2025-09-25,"11:30:00"
"Echo Bay",2025-09-25 12:00:00,10.88,25.32,2025-09-25,"12:00:00"
"Echo Bay",2025-09-25 12:30:00,10.81,25.57,2025-09-25,"12:30:00"
"Echo Bay",2025-09-25 13:00:00,10.78,25.83,2025-09-25,"13:00:00"
"Echo Bay",2025-09-25 13:30:00,10.45,26.14,2025-09-25,"13:30:00"
"Echo Bay",2025-09-25 14:00:00,10.65,25.97,2025-09-25,"14:00:00"
"Echo Bay",2025-09-25 14:30:00,10.62,26.08,2025-09-25,"14:30:00"
"Echo Bay",2025-09-25 15:00:00,10.52,26.14,2025-09-25,"15:00:00"
"Echo Bay",2025-09-25 15:30:00,10.55,26.2,2025-09-25,"15:30:00"
"Echo Bay",2025-09-25 16:00:00,10.58,26.15,2025-09-25,"16:00:00"
"Echo Bay",2025-09-25 16:30:00,11.1,25.72,2025-09-25,"16:30:00"
"Echo Bay",2025-09-25 17:00:00,10.94,25.62,2025-09-25,"17:00:00"
"Echo Bay",2025-09-25 17:30:00,11.39,25.29,2025-09-25,"17:30:00"
"Echo Bay",2025-09-25 18:00:00,11.36,24.98,2025-09-25,"18:00:00"
"Echo Bay",2025-09-25 18:30:00,11.29,24.94,2025-09-25,"18:30:00"
"Echo Bay",2025-09-25 19:00:00,11.33,24.97,2025-09-25,"19:00:00"
"Echo Bay",2025-09-25 19:30:00,11.26,24.88,2025-09-25,"19:30:00"
"Echo Bay",2025-09-25 20:00:00,11.26,24.91,2025-09-25,"20:00:00"
"Echo Bay",2025-09-25 20:30:00,11.23,24.96,2025-09-25,"20:30:00"
"Echo Bay",2025-09-25 21:00:00,11.1,24.89,2025-09-25,"21:00:00"
"Echo Bay",2025-09-25 21:30:00,11.07,25.04,2025-09-25,"21:30:00"
"Echo Bay",2025-09-25 22:00:00,11.1,25.04,2025-09-25,"22:00:00"
"Echo Bay",2025-09-25 22:30:00,11.1,24.96,2025-09-25,"22:30:00"
"Echo Bay",2025-09-25 23:00:00,11.1,24.99,2025-09-25,"23:00:00"
"Echo Bay",2025-09-25 23:30:00,11.07,24.96,2025-09-25,"23:30:00"
"Echo Bay",2025-09-26 00:00:00,11.07,25.04,2025-09-26,"00:00:00"
"Echo Bay",2025-09-26 00:30:00,11.07,24.86,2025-09-26,"00:30:00"
"Echo Bay",2025-09-26 01:00:00,11.17,24.35,2025-09-26,"01:00:00"
"Echo Bay",2025-09-26 01:30:00,11.1,24.47,2025-09-26,"01:30:00"
"Echo Bay",2025-09-26 02:00:00,11.36,23.79,2025-09-26,"02:00:00"
"Echo Bay",2025-09-26 02:30:00,11.55,23.42,2025-09-26,"02:30:00"
"Echo Bay",2025-09-26 03:00:00,11.33,23.97,2025-09-26,"03:00:00"
"Echo Bay",2025-09-26 03:30:00,11.52,23.11,2025-09-26,"03:30:00"
"Echo Bay",2025-09-26 04:00:00,11.68,22.45,2025-09-26,"04:00:00"
"Echo Bay",2025-09-26 04:30:00,11.65,22.93,2025-09-26,"04:30:00"
"Echo Bay",2025-09-26 05:00:00,11.58,23.14,2025-09-26,"05:00:00"
"Echo Bay",2025-09-26 05:30:00,11.68,22.91,2025-09-26,"05:30:00"
"Echo Bay",2025-09-26 06:00:00,11.52,23.26,2025-09-26,"06:00:00"
"Echo Bay",2025-09-26 06:30:00,11.65,22.95,2025-09-26,"06:30:00"
"Echo Bay",2025-09-26 07:00:00,11.58,23.14,2025-09-26,"07:00:00"
"Echo Bay",2025-09-26 07:30:00,11.29,24.04,2025-09-26,"07:30:00"
"Echo Bay",2025-09-26 08:00:00,11.33,23.12,2025-09-26,"08:00:00"
"Echo Bay",2025-09-26 08:30:00,11.36,23.49,2025-09-26,"08:30:00"
"Echo Bay",2025-09-26 09:00:00,10.97,24.95,2025-09-26,"09:00:00"
"Echo Bay",2025-09-26 09:30:00,11.29,23.83,2025-09-26,"09:30:00"
"Echo Bay",2025-09-26 10:00:00,11.29,23.78,2025-09-26,"10:00:00"
"Echo Bay",2025-09-26 10:30:00,11.2,24.18,2025-09-26,"10:30:00"
"Echo Bay",2025-09-26 11:00:00,11.1,24.55,2025-09-26,"11:00:00"
"Echo Bay",2025-09-26 11:30:00,11.07,24.6,2025-09-26,"11:30:00"
"Echo Bay",2025-09-26 12:00:00,11.07,24.7,2025-09-26,"12:00:00"
"Echo Bay",2025-09-26 12:30:00,11.1,24.68,2025-09-26,"12:30:00"
"Echo Bay",2025-09-26 13:00:00,10.84,25.29,2025-09-26,"13:00:00"
"Echo Bay",2025-09-26 13:30:00,10.68,25.58,2025-09-26,"13:30:00"
"Echo Bay",2025-09-26 14:00:00,10.62,25.79,2025-09-26,"14:00:00"
"Echo Bay",2025-09-26 14:30:00,10.68,25.66,2025-09-26,"14:30:00"
"Echo Bay",2025-09-26 15:00:00,10.65,25.92,2025-09-26,"15:00:00"
"Echo Bay",2025-09-26 15:30:00,10.55,26.07,2025-09-26,"15:30:00"
"Echo Bay",2025-09-26 16:00:00,10.84,25.61,2025-09-26,"16:00:00"
"Echo Bay",2025-09-26 16:30:00,10.81,25.29,2025-09-26,"16:30:00"
"Echo Bay",2025-09-26 17:00:00,11.1,24.5,2025-09-26,"17:00:00"
"Echo Bay",2025-09-26 17:30:00,10.97,24.45,2025-09-26,"17:30:00"
"Echo Bay",2025-09-26 18:00:00,11.01,24.4,2025-09-26,"18:00:00"
"Echo Bay",2025-09-26 18:30:00,11.01,24.35,2025-09-26,"18:30:00"
"Echo Bay",2025-09-26 19:00:00,11.01,24.38,2025-09-26,"19:00:00"
"Echo Bay",2025-09-26 19:30:00,11.01,24.4,2025-09-26,"19:30:00"
"Echo Bay",2025-09-26 20:00:00,10.91,24.49,2025-09-26,"20:00:00"
"Echo Bay",2025-09-26 20:30:00,10.68,24.88,2025-09-26,"20:30:00"
"Echo Bay",2025-09-26 21:00:00,10.68,24.69,2025-09-26,"21:00:00"
"Echo Bay",2025-09-26 21:30:00,10.91,24.31,2025-09-26,"21:30:00"
"Echo Bay",2025-09-26 22:00:00,10.65,24.77,2025-09-26,"22:00:00"
"Echo Bay",2025-09-26 22:30:00,10.84,23.83,2025-09-26,"22:30:00"
"Echo Bay",2025-09-26 23:00:00,10.84,23.81,2025-09-26,"23:00:00"
"Echo Bay",2025-09-26 23:30:00,10.88,23.55,2025-09-26,"23:30:00"
"Echo Bay",2025-09-27 00:00:00,10.84,23.81,2025-09-27,"00:00:00"
"Echo Bay",2025-09-27 00:30:00,10.81,23.93,2025-09-27,"00:30:00"
"Echo Bay",2025-09-27 01:00:00,10.91,23.51,2025-09-27,"01:00:00"
"Echo Bay",2025-09-27 01:30:00,10.88,23.89,2025-09-27,"01:30:00"
"Echo Bay",2025-09-27 02:00:00,10.84,23.88,2025-09-27,"02:00:00"
"Echo Bay",2025-09-27 02:30:00,10.84,23.65,2025-09-27,"02:30:00"
"Echo Bay",2025-09-27 03:00:00,11.07,22.38,2025-09-27,"03:00:00"
"Echo Bay",2025-09-27 03:30:00,11.04,23.01,2025-09-27,"03:30:00"
"Echo Bay",2025-09-27 04:00:00,10.91,23.61,2025-09-27,"04:00:00"
"Echo Bay",2025-09-27 04:30:00,10.97,22.72,2025-09-27,"04:30:00"
"Echo Bay",2025-09-27 05:00:00,10.94,22.22,2025-09-27,"05:00:00"
"Echo Bay",2025-09-27 05:30:00,11.01,22.28,2025-09-27,"05:30:00"
"Echo Bay",2025-09-27 06:00:00,11.07,21.91,2025-09-27,"06:00:00"
"Echo Bay",2025-09-27 06:30:00,11.07,21.81,2025-09-27,"06:30:00"
"Echo Bay",2025-09-27 07:00:00,11.17,21.39,2025-09-27,"07:00:00"
"Echo Bay",2025-09-27 07:30:00,11.13,21.72,2025-09-27,"07:30:00"
"Echo Bay",2025-09-27 08:00:00,10.91,23.04,2025-09-27,"08:00:00"
"Echo Bay",2025-09-27 08:30:00,10.84,23.73,2025-09-27,"08:30:00"
"Echo Bay",2025-09-27 09:00:00,10.91,22.29,2025-09-27,"09:00:00"
"Echo Bay",2025-09-27 09:30:00,10.97,21.68,2025-09-27,"09:30:00"
"Echo Bay",2025-09-27 10:00:00,11.01,21.85,2025-09-27,"10:00:00"
"Echo Bay",2025-09-27 10:30:00,11.04,20.8,2025-09-27,"10:30:00"
"Echo Bay",2025-09-27 11:00:00,11.01,21.77,2025-09-27,"11:00:00"
"Echo Bay",2025-09-27 11:30:00,10.94,22.43,2025-09-27,"11:30:00"
"Echo Bay",2025-09-27 12:00:00,11.01,22.36,2025-09-27,"12:00:00"
"Echo Bay",2025-09-27 12:30:00,11.13,21.67,2025-09-27,"12:30:00"
"Echo Bay",2025-09-27 13:00:00,11.07,22.12,2025-09-27,"13:00:00"
"Echo Bay",2025-09-27 13:30:00,11.07,21.96,2025-09-27,"13:30:00"
"Echo Bay",2025-09-27 14:00:00,11.39,20.76,2025-09-27,"14:00:00"
"Echo Bay",2025-09-27 14:30:00,11.52,19.55,2025-09-27,"14:30:00"
"Echo Bay",2025-09-27 15:00:00,11.71,19.15,2025-09-27,"15:00:00"
"Echo Bay",2025-09-27 15:30:00,11.74,18.88,2025-09-27,"15:30:00"
"Echo Bay",2025-09-27 16:00:00,12.19,17.35,2025-09-27,"16:00:00"
"Echo Bay",2025-09-27 16:30:00,12.25,17.5,2025-09-27,"16:30:00"
"Echo Bay",2025-09-27 17:00:00,12.25,17.42,2025-09-27,"17:00:00"
"Echo Bay",2025-09-27 17:30:00,11.9,18.58,2025-09-27,"17:30:00"
"Echo Bay",2025-09-27 18:00:00,11.49,20.15,2025-09-27,"18:00:00"
"Echo Bay",2025-09-27 18:30:00,11.49,20.43,2025-09-27,"18:30:00"
"Echo Bay",2025-09-27 19:00:00,11.42,20.77,2025-09-27,"19:00:00"
"Echo Bay",2025-09-27 19:30:00,11.65,19.94,2025-09-27,"19:30:00"
"Echo Bay",2025-09-27 20:00:00,11.29,21.3,2025-09-27,"20:00:00"
"Echo Bay",2025-09-27 20:30:00,11.71,20.26,2025-09-27,"20:30:00"
"Echo Bay",2025-09-27 21:00:00,11.2,21.94,2025-09-27,"21:00:00"
"Echo Bay",2025-09-27 21:30:00,11.55,20.82,2025-09-27,"21:30:00"
"Echo Bay",2025-09-27 22:00:00,11.62,19.4,2025-09-27,"22:00:00"
"Echo Bay",2025-09-27 22:30:00,11.77,18.39,2025-09-27,"22:30:00"
"Echo Bay",2025-09-27 23:00:00,11.68,18.87,2025-09-27,"23:00:00"
"Echo Bay",2025-09-27 23:30:00,11.62,19.1,2025-09-27,"23:30:00"
"Echo Bay",2025-09-28 00:00:00,11.68,19.04,2025-09-28,"00:00:00"
"Echo Bay",2025-09-28 00:30:00,11.65,19.03,2025-09-28,"00:30:00"
"Echo Bay",2025-09-28 01:00:00,11.65,19.01,2025-09-28,"01:00:00"
"Echo Bay",2025-09-28 01:30:00,11.65,18.96,2025-09-28,"01:30:00"
"Echo Bay",2025-09-28 02:00:00,11.58,19.34,2025-09-28,"02:00:00"
"Echo Bay",2025-09-28 02:30:00,11.49,20.25,2025-09-28,"02:30:00"
"Echo Bay",2025-09-28 03:00:00,11.36,21.08,2025-09-28,"03:00:00"
"Echo Bay",2025-09-28 03:30:00,11.62,19.43,2025-09-28,"03:30:00"
"Echo Bay",2025-09-28 04:00:00,11.62,18.62,2025-09-28,"04:00:00"
"Echo Bay",2025-09-28 04:30:00,11.62,18.52,2025-09-28,"04:30:00"
"Echo Bay",2025-09-28 05:00:00,11.46,19.96,2025-09-28,"05:00:00"
"Echo Bay",2025-09-28 05:30:00,11.49,19.34,2025-09-28,"05:30:00"
"Echo Bay",2025-09-28 06:00:00,11.46,19.56,2025-09-28,"06:00:00"
"Echo Bay",2025-09-28 06:30:00,11.52,18.79,2025-09-28,"06:30:00"
"Echo Bay",2025-09-28 07:00:00,11.55,18.68,2025-09-28,"07:00:00"
"Echo Bay",2025-09-28 07:30:00,11.55,18.5,2025-09-28,"07:30:00"
"Echo Bay",2025-09-28 08:00:00,11.49,19.16,2025-09-28,"08:00:00"
"Echo Bay",2025-09-28 08:30:00,11.26,20.63,2025-09-28,"08:30:00"
