eventID,eventType,language,license,bibliographicCitation,accessRights,samplingProtocol,rightsHolder,institutionCode,institutionID,modified,country,countryCode,parentEventID,verbatimLocality,minimumDepthInMeters,maximumDepthInMeters,sampleSizeValue,decimalLatitude,decimalLongitude,eventDate,year,month,day,samplingEffort,sampleSizeUnit,geodeticDatum,footprintWKT,eventRemarks
SOC-SIL-2024-8-3-m1,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m2,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m3,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m4,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m5,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m6,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m7,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m8,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m9,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m10,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m11,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m12,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m13,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m14,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m15,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m16,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m17,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m18,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m19,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m20,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m21,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m22,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m23,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m24,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m25,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-SIL-2024-8-3-m26,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-SIL-2024-8-3,Silva Bay,0,2,18,49.149062,-123.69713,2024-08-03,2024,8,3,18 hours of light trap fishing,hours,WGS84,POINT  ( -123.69713   49.149062 ),Sunny. Hours fished were spread over 2 nights.
SOC-TOF-2024-4-17-m1,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-17,Tofino,0,2,21,49.151969,-125.89702,2024-04-17,2024,4,17,21 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),Sunny. Hours fished were spread over 2 nights.
SOC-TOF-2024-4-19-m1,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-19,Tofino,0,2,21,49.151969,-125.89702,2024-04-19,2024,4,19,21 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),Sunny. Hours fished were spread over 2 nights.
SOC-TOF-2024-4-21-m1,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-21,Tofino,0,2,19,49.151969,-125.89702,2024-04-21,2024,4,21,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),"Sunny,Rain,Overcast. Hours fished were spread over 2 nights."
SOC-TOF-2024-4-21-m2,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-21,Tofino,0,2,19,49.151969,-125.89702,2024-04-21,2024,4,21,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),"Sunny,Rain,Overcast. Hours fished were spread over 2 nights."
SOC-TOF-2024-4-21-m3,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-21,Tofino,0,2,19,49.151969,-125.89702,2024-04-21,2024,4,21,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),"Sunny,Rain,Overcast. Hours fished were spread over 2 nights."
SOC-TOF-2024-4-21-m4,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-21,Tofino,0,2,19,49.151969,-125.89702,2024-04-21,2024,4,21,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),"Sunny,Rain,Overcast. Hours fished were spread over 2 nights."
SOC-TOF-2024-4-21-m5,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-21,Tofino,0,2,19,49.151969,-125.89702,2024-04-21,2024,4,21,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),"Sunny,Rain,Overcast. Hours fished were spread over 2 nights."
SOC-TOF-2024-4-21-m6,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-21,Tofino,0,2,19,49.151969,-125.89702,2024-04-21,2024,4,21,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),"Sunny,Rain,Overcast. Hours fished were spread over 2 nights."
SOC-TOF-2024-4-21-m7,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-21,Tofino,0,2,19,49.151969,-125.89702,2024-04-21,2024,4,21,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),"Sunny,Rain,Overcast. Hours fished were spread over 2 nights."
SOC-TOF-2024-4-21-m8,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-TOF-2024-4-21,Tofino,0,2,19,49.151969,-125.89702,2024-04-21,2024,4,21,19 hours of light trap fishing,hours,WGS84,POINT  ( -125.89702   49.151969 ),"Sunny,Rain,Overcast. Hours fished were spread over 2 nights."
