eventID,eventType,language,license,bibliographicCitation,accessRights,samplingProtocol,rightsHolder,institutionCode,institutionID,modified,country,countryCode,parentEventID,verbatimLocality,minimumDepthInMeters,maximumDepthInMeters,sampleSizeValue,decimalLatitude,decimalLongitude,eventDate,year,month,day,samplingEffort,sampleSizeUnit,geodeticDatum,footprintWKT,eventRemarks
SOC-DES-2023-6-11-m16,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m17,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m18,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m19,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m20,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m21,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m22,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m23,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m24,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m25,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m26,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m27,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m28,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m29,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m30,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m31,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m32,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m33,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m34,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m35,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m36,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m37,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m38,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m39,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m40,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m41,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m42,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m43,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m44,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m45,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m46,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m47,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m48,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m49,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
SOC-DES-2023-6-11-m50,single specimen sample,en,http://creativecommons.org/licenses/by/4.0/legalcode,"Earle, H., Krzus, L., & Whalen, M. (2024). Larval Dungeness crab abundance and size time series along the coast of British Columbia (v1.0). Hakai Institute. https://doi.org/10.21966/36hp-7f40",https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/LICENSE,https://github.com/HakaiInstitute/sentinels-light-trap-public/tree/main/docs/Protocols,Hakai Institute,Hakai Institute,https://edmo.seadatanet.org/report/5148,2024-12-03,Canada,CA,SOC-DES-2023-6-11,Descanso Bay,0,2,8.5,49.177887,-123.85815,2023-06-11,2023,6,11,8.5 hours of light trap fishing,hours,WGS84,POINT  ( -123.85815   49.177887 ),"Sunny,Windy. Hours fished were spread over 1 night."
