Site,Date,Time,Temperature_C
Heather Marina,2025-06-15,22:30:00,17.46
Heather Marina,2025-06-15,23:00:00,17.46
Heather Marina,2025-06-15,23:30:00,17.49
Heather Marina,2025-06-16,0:00:00,17.52
Heather Marina,2025-06-16,0:30:00,17.52
Heather Marina,2025-06-16,1:00:00,17.52
Heather Marina,2025-06-16,1:30:00,17.49
Heather Marina,2025-06-16,2:00:00,17.46
Heather Marina,2025-06-16,2:30:00,17.37
Heather Marina,2025-06-16,3:00:00,17.28
Heather Marina,2025-06-16,3:30:00,17.31
Heather Marina,2025-06-16,4:00:00,15.86
Heather Marina,2025-06-16,4:30:00,15.71
Heather Marina,2025-06-16,5:00:00,15.77
Heather Marina,2025-06-16,5:30:00,15.83
Heather Marina,2025-06-16,6:00:00,15.92
Heather Marina,2025-06-16,6:30:00,16.2
Heather Marina,2025-06-16,7:00:00,16.17
Heather Marina,2025-06-16,7:30:00,16.05
Heather Marina,2025-06-16,8:00:00,16.35
Heather Marina,2025-06-16,8:30:00,16.44
Heather Marina,2025-06-16,9:00:00,16.59
Heather Marina,2025-06-16,9:30:00,16.47
Heather Marina,2025-06-16,10:00:00,16.5
Heather Marina,2025-06-16,10:30:00,16.68
Heather Marina,2025-06-16,11:00:00,16.8
Heather Marina,2025-06-16,11:30:00,16.86
Heather Marina,2025-06-16,12:00:00,16.92
Heather Marina,2025-06-16,12:30:00,17.07
Heather Marina,2025-06-16,13:00:00,17.19
Heather Marina,2025-06-16,13:30:00,17.28
Heather Marina,2025-06-16,14:00:00,17.49
Heather Marina,2025-06-16,14:30:00,17.67
Heather Marina,2025-06-16,15:00:00,17.84
Heather Marina,2025-06-16,15:30:00,18.02
Heather Marina,2025-06-16,16:00:00,18.29
Heather Marina,2025-06-16,16:30:00,18.35
Heather Marina,2025-06-16,17:00:00,18.2
Heather Marina,2025-06-16,17:30:00,18.44
Heather Marina,2025-06-16,18:00:00,18.47
Heather Marina,2025-06-16,18:30:00,18.71
Heather Marina,2025-06-16,19:00:00,18.71
Heather Marina,2025-06-16,19:30:00,18.5
Heather Marina,2025-06-16,20:00:00,18.29
Heather Marina,2025-06-16,20:30:00,18.29
Heather Marina,2025-06-16,21:00:00,18.29
Heather Marina,2025-06-16,21:30:00,18.29
