date,month,site,total_measured,carapace_width
2023-06-24,June,Horseshoe Bay,8,2.77
2023-06-24,June,Horseshoe Bay,8,2.302
2023-06-24,June,Horseshoe Bay,8,2.608
2023-06-24,June,Horseshoe Bay,8,2.832
2023-06-26,June,Horseshoe Bay,6,2.826
2023-06-26,June,Horseshoe Bay,6,2.181
2023-06-26,June,Horseshoe Bay,6,2.956
2023-06-26,June,Horseshoe Bay,6,2.343
2023-06-26,June,Horseshoe Bay,6,2.836
2023-06-26,June,Horseshoe Bay,6,2.693
2023-06-28,June,Horseshoe Bay,19,2.453
2023-06-28,June,Horseshoe Bay,19,2.765
2023-06-28,June,Horseshoe Bay,19,2.476
2023-06-28,June,Horseshoe Bay,19,2.901
2023-06-28,June,Horseshoe Bay,19,2.669
2023-06-28,June,Horseshoe Bay,19,2.217
2023-06-28,June,Horseshoe Bay,19,2.785
2023-06-28,June,Horseshoe Bay,19,2.901
2023-06-28,June,Horseshoe Bay,19,2.732
2023-06-28,June,Horseshoe Bay,19,2.304
2023-06-28,June,Horseshoe Bay,19,2.712
2023-06-28,June,Horseshoe Bay,19,2.944
2023-06-28,June,Horseshoe Bay,19,2.557
2023-06-28,June,Horseshoe Bay,19,2.946
2023-06-28,June,Horseshoe Bay,19,2.422
2023-06-28,June,Horseshoe Bay,19,2.417
2023-06-28,June,Horseshoe Bay,19,2.176
2023-06-28,June,Horseshoe Bay,19,2.934
2023-06-28,June,Horseshoe Bay,19,2.763
2023-07-28,July,Horseshoe Bay,1,2.722
2023-08-01,August,Horseshoe Bay,1,2.879
2023-07-22,July,Horseshoe Bay,4,2.468
2023-07-22,July,Horseshoe Bay,4,2.789
2023-07-22,July,Horseshoe Bay,4,2.991
2023-07-22,July,Horseshoe Bay,4,2.817
2023-07-24,July,Horseshoe Bay,4,2.687
2023-07-24,July,Horseshoe Bay,4,3.098
2023-07-24,July,Horseshoe Bay,4,2.635
2023-07-24,July,Horseshoe Bay,4,2.728
2023-06-30,June,Horseshoe Bay,8,3.217
2023-06-30,June,Horseshoe Bay,8,2.673
2023-06-30,June,Horseshoe Bay,8,3.399
2023-06-30,June,Horseshoe Bay,8,2.688
2023-06-30,June,Horseshoe Bay,8,2.771
2023-06-30,June,Horseshoe Bay,8,3.263
2023-06-30,June,Horseshoe Bay,8,3.204
2023-06-30,June,Horseshoe Bay,8,2.988
2023-07-18,July,Horseshoe Bay,13,2.742
2023-07-18,July,Horseshoe Bay,13,2.327
2023-07-18,July,Horseshoe Bay,13,2.527
2023-07-18,July,Horseshoe Bay,13,2.861
2023-07-18,July,Horseshoe Bay,13,2.916
2023-07-18,July,Horseshoe Bay,13,2.353
2023-07-18,July,Horseshoe Bay,13,2.696
2023-07-18,July,Horseshoe Bay,13,2.927
2023-07-18,July,Horseshoe Bay,13,2.974
2023-07-18,July,Horseshoe Bay,13,2.728
2023-07-18,July,Horseshoe Bay,13,2.6
2023-07-18,July,Horseshoe Bay,13,2.53
2023-07-18,July,Horseshoe Bay,13,2.499
2023-07-16,July,Horseshoe Bay,15,2.813
2023-07-16,July,Horseshoe Bay,15,2.264
2023-07-16,July,Horseshoe Bay,15,2.402
2023-07-16,July,Horseshoe Bay,15,2.481
2023-07-16,July,Horseshoe Bay,15,2.244
2023-07-16,July,Horseshoe Bay,15,2.247
2023-07-16,July,Horseshoe Bay,15,2.716
2023-07-16,July,Horseshoe Bay,15,2.65
2023-07-16,July,Horseshoe Bay,15,2.442
2023-07-16,July,Horseshoe Bay,15,2.73
2023-07-16,July,Horseshoe Bay,15,2.779
2023-07-16,July,Horseshoe Bay,15,2.315
2023-07-16,July,Horseshoe Bay,15,2.7
2023-07-16,July,Horseshoe Bay,15,2.376
2023-07-16,July,Horseshoe Bay,15,2.523
2023-07-20,July,Horseshoe Bay,18,2.741
2023-07-20,July,Horseshoe Bay,18,2.713
2023-07-20,July,Horseshoe Bay,18,2.901
2023-07-20,July,Horseshoe Bay,18,2.981
2023-07-20,July,Horseshoe Bay,18,2.838
2023-07-20,July,Horseshoe Bay,18,2.744
2023-07-20,July,Horseshoe Bay,18,2.667
2023-07-20,July,Horseshoe Bay,18,2.306
2023-07-20,July,Horseshoe Bay,18,2.875
2023-07-20,July,Horseshoe Bay,18,2.613
2023-07-20,July,Horseshoe Bay,18,3.122
2023-07-20,July,Horseshoe Bay,18,2.94
2023-07-20,July,Horseshoe Bay,18,2.616
2023-07-20,July,Horseshoe Bay,18,2.975
2023-07-20,July,Horseshoe Bay,18,3.045
2023-07-20,July,Horseshoe Bay,18,3.192
2023-07-20,July,Horseshoe Bay,18,2.911
2023-07-20,July,Horseshoe Bay,18,2.587
2023-07-02,July,Horseshoe Bay,20,2.712
2023-07-02,July,Horseshoe Bay,20,2.857
2023-07-02,July,Horseshoe Bay,20,2.762
2023-07-02,July,Horseshoe Bay,20,2.962
2023-07-02,July,Horseshoe Bay,20,2.556
2023-07-02,July,Horseshoe Bay,20,2.948
2023-07-02,July,Horseshoe Bay,20,3.021
2023-07-02,July,Horseshoe Bay,20,2.581
2023-07-02,July,Horseshoe Bay,20,2.743
2023-07-02,July,Horseshoe Bay,20,2.766
2023-07-02,July,Horseshoe Bay,20,2.686
2023-07-02,July,Horseshoe Bay,20,2.881
2023-07-02,July,Horseshoe Bay,20,2.827
2023-07-02,July,Horseshoe Bay,20,2.514
2023-07-02,July,Horseshoe Bay,20,2.87
2023-07-02,July,Horseshoe Bay,20,3.066
2023-07-02,July,Horseshoe Bay,20,2.943
2023-07-02,July,Horseshoe Bay,20,3.175
2023-07-02,July,Horseshoe Bay,20,3
2023-07-02,July,Horseshoe Bay,20,2.776
2023-07-12,July,Horseshoe Bay,25,2.649
2023-07-12,July,Horseshoe Bay,25,2.649
2023-07-12,July,Horseshoe Bay,25,2.771
2023-07-12,July,Horseshoe Bay,25,2.785
2023-07-12,July,Horseshoe Bay,25,3.045
2023-07-12,July,Horseshoe Bay,25,3.158
2023-07-12,July,Horseshoe Bay,25,2.856
2023-07-12,July,Horseshoe Bay,25,2.716
2023-07-12,July,Horseshoe Bay,25,2.646
2023-07-12,July,Horseshoe Bay,25,2.725
2023-07-12,July,Horseshoe Bay,25,2.862
2023-07-12,July,Horseshoe Bay,25,2.6
2023-07-12,July,Horseshoe Bay,25,2.906
2023-07-12,July,Horseshoe Bay,25,2.459
2023-07-12,July,Horseshoe Bay,25,2.869
2023-07-12,July,Horseshoe Bay,25,2.395
2023-07-12,July,Horseshoe Bay,25,2.862
2023-07-12,July,Horseshoe Bay,25,2.852
2023-07-12,July,Horseshoe Bay,25,2.852
2023-07-12,July,Horseshoe Bay,25,2.689
2023-07-12,July,Horseshoe Bay,25,2.433
2023-07-12,July,Horseshoe Bay,25,2.543
2023-07-12,July,Horseshoe Bay,25,2.682
2023-07-12,July,Horseshoe Bay,25,2.649
2023-07-12,July,Horseshoe Bay,25,2.447
2023-07-08,July,Horseshoe Bay,26,2.87
2023-07-08,July,Horseshoe Bay,26,2.567
2023-07-08,July,Horseshoe Bay,26,2.364
2023-07-08,July,Horseshoe Bay,26,2.63
2023-07-08,July,Horseshoe Bay,26,2.67
2023-07-08,July,Horseshoe Bay,26,2.58
2023-07-08,July,Horseshoe Bay,26,2.708
2023-07-08,July,Horseshoe Bay,26,2.651
2023-07-08,July,Horseshoe Bay,26,2.872
2023-07-08,July,Horseshoe Bay,26,2.631
2023-07-08,July,Horseshoe Bay,26,2.767
2023-07-08,July,Horseshoe Bay,26,2.91
2023-07-08,July,Horseshoe Bay,26,2.61
2023-07-08,July,Horseshoe Bay,26,2.646
2023-07-08,July,Horseshoe Bay,26,2.733
2023-07-08,July,Horseshoe Bay,26,2.627
2023-07-08,July,Horseshoe Bay,26,2.59
2023-07-08,July,Horseshoe Bay,26,2.524
2023-07-08,July,Horseshoe Bay,26,2.771
2023-07-08,July,Horseshoe Bay,26,2.428
2023-07-08,July,Horseshoe Bay,26,2.874
2023-07-08,July,Horseshoe Bay,26,2.589
2023-07-08,July,Horseshoe Bay,26,2.561
2023-07-08,July,Horseshoe Bay,26,3.005
2023-07-08,July,Horseshoe Bay,26,3.036
2023-07-08,July,Horseshoe Bay,26,2.763
2023-07-04,July,Horseshoe Bay,30,2.835
2023-07-04,July,Horseshoe Bay,30,2.964
2023-07-04,July,Horseshoe Bay,30,2.889
2023-07-04,July,Horseshoe Bay,30,3.058
2023-07-04,July,Horseshoe Bay,30,2.682
2023-07-04,July,Horseshoe Bay,30,2.552
2023-07-04,July,Horseshoe Bay,30,2.947
2023-07-04,July,Horseshoe Bay,30,2.724
2023-07-04,July,Horseshoe Bay,30,2.694
2023-07-04,July,Horseshoe Bay,30,2.866
2023-07-04,July,Horseshoe Bay,30,3.289
2023-07-04,July,Horseshoe Bay,30,2.673
2023-07-04,July,Horseshoe Bay,30,2.499
2023-07-04,July,Horseshoe Bay,30,2.613
2023-07-04,July,Horseshoe Bay,30,2.798
2023-07-04,July,Horseshoe Bay,30,2.697
2023-07-04,July,Horseshoe Bay,30,2.723
2023-07-04,July,Horseshoe Bay,30,2.648
2023-07-04,July,Horseshoe Bay,30,2.66
2023-07-04,July,Horseshoe Bay,30,2.691
2023-07-04,July,Horseshoe Bay,30,2.99
2023-07-04,July,Horseshoe Bay,30,2.656
2023-07-04,July,Horseshoe Bay,30,2.898
2023-07-04,July,Horseshoe Bay,30,2.769
2023-07-04,July,Horseshoe Bay,30,2.874
2023-07-04,July,Horseshoe Bay,30,2.735
2023-07-04,July,Horseshoe Bay,30,2.875
2023-07-04,July,Horseshoe Bay,30,2.422
2023-07-04,July,Horseshoe Bay,30,3.024
2023-07-04,July,Horseshoe Bay,30,2.854
2023-07-06,July,Horseshoe Bay,30,2.913
2023-07-06,July,Horseshoe Bay,30,3.011
2023-07-06,July,Horseshoe Bay,30,2.449
2023-07-06,July,Horseshoe Bay,30,2.175
2023-07-06,July,Horseshoe Bay,30,2.397
2023-07-06,July,Horseshoe Bay,30,2.562
2023-07-06,July,Horseshoe Bay,30,2.397
2023-07-06,July,Horseshoe Bay,30,2.735
2023-07-06,July,Horseshoe Bay,30,2.933
2023-07-06,July,Horseshoe Bay,30,2.716
2023-07-06,July,Horseshoe Bay,30,2.749
2023-07-06,July,Horseshoe Bay,30,2.876
2023-07-06,July,Horseshoe Bay,30,2.79
2023-07-06,July,Horseshoe Bay,30,3.267
2023-07-06,July,Horseshoe Bay,30,2.897
2023-07-06,July,Horseshoe Bay,30,3.157
2023-07-06,July,Horseshoe Bay,30,2.783
2023-07-06,July,Horseshoe Bay,30,2.565
2023-07-06,July,Horseshoe Bay,30,2.976
2023-07-06,July,Horseshoe Bay,30,3.169
2023-07-06,July,Horseshoe Bay,30,2.565
2023-07-06,July,Horseshoe Bay,30,2.693
2023-07-06,July,Horseshoe Bay,30,2.552
2023-07-06,July,Horseshoe Bay,30,2.931
2023-07-06,July,Horseshoe Bay,30,2.678
2023-07-06,July,Horseshoe Bay,30,2.854
2023-07-06,July,Horseshoe Bay,30,2.866
2023-07-06,July,Horseshoe Bay,30,2.772
2023-07-06,July,Horseshoe Bay,30,3.22
2023-07-06,July,Horseshoe Bay,30,2.595
2023-06-20,June,Hot Spring Cove,1,3.09
2023-06-26,June,Indian Arm,4,2.716
2023-06-26,June,Indian Arm,4,3.228
2023-06-26,June,Indian Arm,4,2.18
2023-06-26,June,Indian Arm,4,2.764
2023-06-28,June,Indian Arm,3,2.545
2023-06-28,June,Indian Arm,3,3.463
2023-06-28,June,Indian Arm,3,2.46
2023-08-27,August,Indian Arm,1,2.521
2023-08-31,August,Indian Arm,1,2.354
2023-07-06,July,Indian Arm,3,2.547
2023-07-06,July,Indian Arm,3,2.422
2023-07-06,July,Indian Arm,3,3.267
2023-08-15,August,Indian Arm,4,2.13
2023-08-15,August,Indian Arm,4,2.399
2023-08-15,August,Indian Arm,4,2.674
2023-08-15,August,Indian Arm,4,2.65
2023-08-17,August,Indian Arm,4,2.742
2023-08-17,August,Indian Arm,4,2.59
2023-08-17,August,Indian Arm,4,2.493
2023-08-17,August,Indian Arm,4,2.585
2023-08-29,August,Indian Arm,4,2.523
2023-08-29,August,Indian Arm,4,2.708
2023-08-29,August,Indian Arm,4,2.939
2023-08-29,August,Indian Arm,4,2.668
2023-07-04,July,Indian Arm,5,2.4
2023-07-04,July,Indian Arm,5,2.764
2023-07-04,July,Indian Arm,5,2.963
2023-07-04,July,Indian Arm,5,2.663
2023-07-04,July,Indian Arm,5,2.15
2023-08-19,August,Indian Arm,5,2.606
2023-08-19,August,Indian Arm,5,2.947
2023-08-19,August,Indian Arm,5,2.534
2023-08-19,August,Indian Arm,5,2.112
2023-08-19,August,Indian Arm,5,2.622
2023-08-23,August,Indian Arm,8,2.769
2023-08-23,August,Indian Arm,8,2.687
2023-08-23,August,Indian Arm,8,2.516
2023-08-23,August,Indian Arm,8,2.686
2023-08-23,August,Indian Arm,8,2.549
2023-08-23,August,Indian Arm,8,3.046
2023-08-23,August,Indian Arm,8,2.676
2023-08-23,August,Indian Arm,8,2.439
2023-07-20,July,Indian Arm,12,2.296
2023-07-20,July,Indian Arm,12,2.553
2023-07-20,July,Indian Arm,12,2.527
2023-07-20,July,Indian Arm,12,2.666
2023-07-20,July,Indian Arm,12,2.507
2023-07-20,July,Indian Arm,12,2.486
2023-07-20,July,Indian Arm,12,2.613
2023-07-20,July,Indian Arm,12,2.82
2023-07-20,July,Indian Arm,12,2.484
2023-07-20,July,Indian Arm,12,2.721
2023-07-20,July,Indian Arm,12,2.293
2023-07-20,July,Indian Arm,12,2.538
2023-08-13,August,Indian Arm,12,2.528
2023-08-13,August,Indian Arm,12,2.226
2023-08-13,August,Indian Arm,12,2.384
2023-08-13,August,Indian Arm,12,2.359
2023-08-13,August,Indian Arm,12,2.469
2023-08-13,August,Indian Arm,12,2.568
2023-08-13,August,Indian Arm,12,2.342
2023-08-13,August,Indian Arm,12,2.65
2023-08-13,August,Indian Arm,12,2.429
2023-08-13,August,Indian Arm,12,2.453
2023-08-13,August,Indian Arm,12,2.674
2023-08-13,August,Indian Arm,12,2.639
2023-07-12,July,Indian Arm,15,2.223
2023-07-12,July,Indian Arm,15,2.697
2023-07-12,July,Indian Arm,15,3.43
2023-07-12,July,Indian Arm,15,2.842
2023-07-12,July,Indian Arm,15,2.94
2023-07-12,July,Indian Arm,15,2.665
2023-07-12,July,Indian Arm,15,2.622
2023-07-12,July,Indian Arm,15,2.757
2023-07-12,July,Indian Arm,15,2.416
2023-07-12,July,Indian Arm,15,2.885
2023-07-12,July,Indian Arm,15,2.38
2023-07-12,July,Indian Arm,15,2.37
2023-07-12,July,Indian Arm,15,2.935
2023-07-12,July,Indian Arm,15,2.231
2023-07-12,July,Indian Arm,15,2.442
2023-07-16,July,Indian Arm,15,2.792
2023-07-16,July,Indian Arm,15,2.6
2023-07-16,July,Indian Arm,15,2.256
2023-07-16,July,Indian Arm,15,2.742
2023-07-16,July,Indian Arm,15,3.032
2023-07-16,July,Indian Arm,15,2.49
2023-07-16,July,Indian Arm,15,2.362
2023-07-16,July,Indian Arm,15,2.928
2023-07-16,July,Indian Arm,15,2.28
2023-07-16,July,Indian Arm,15,2.884
2023-07-16,July,Indian Arm,15,2.514
2023-07-16,July,Indian Arm,15,2.709
2023-07-16,July,Indian Arm,15,3.051
2023-07-16,July,Indian Arm,15,3.087
2023-07-16,July,Indian Arm,15,2.592
2023-07-26,July,Indian Arm,17,2.529
2023-07-26,July,Indian Arm,17,2.391
2023-07-26,July,Indian Arm,17,2.404
2023-07-26,July,Indian Arm,17,2.656
2023-07-26,July,Indian Arm,17,2.679
2023-07-26,July,Indian Arm,17,2.248
2023-07-26,July,Indian Arm,17,2.503
2023-07-26,July,Indian Arm,17,2.377
2023-07-26,July,Indian Arm,17,2.611
2023-07-26,July,Indian Arm,17,2.324
2023-07-26,July,Indian Arm,17,2.63
2023-07-26,July,Indian Arm,17,2.544
2023-07-26,July,Indian Arm,17,2.398
2023-07-26,July,Indian Arm,17,2.58
2023-07-26,July,Indian Arm,17,2.521
2023-07-26,July,Indian Arm,17,2.496
2023-07-26,July,Indian Arm,17,2.862
2023-07-30,July,Indian Arm,17,2.653
2023-07-30,July,Indian Arm,17,2.422
2023-07-30,July,Indian Arm,17,2.769
2023-07-30,July,Indian Arm,17,2.799
2023-07-30,July,Indian Arm,17,2.879
2023-07-30,July,Indian Arm,17,3.005
2023-07-30,July,Indian Arm,17,2.811
2023-07-30,July,Indian Arm,17,2.321
2023-07-30,July,Indian Arm,17,2.595
2023-07-30,July,Indian Arm,17,2.707
2023-07-30,July,Indian Arm,17,2.642
2023-07-30,July,Indian Arm,17,2.695
2023-07-30,July,Indian Arm,17,2.663
2023-07-30,July,Indian Arm,17,2.687
2023-07-30,July,Indian Arm,17,2.651
2023-07-30,July,Indian Arm,17,2.844
2023-07-30,July,Indian Arm,17,2.81
2023-07-10,July,Indian Arm,18,2.813
2023-07-10,July,Indian Arm,18,2.611
2023-07-10,July,Indian Arm,18,2.371
2023-07-10,July,Indian Arm,18,2.469
2023-07-10,July,Indian Arm,18,2.431
2023-07-10,July,Indian Arm,18,2.408
2023-07-10,July,Indian Arm,18,2.887
2023-07-10,July,Indian Arm,18,2.438
2023-07-10,July,Indian Arm,18,2.376
2023-07-10,July,Indian Arm,18,2.467
2023-07-10,July,Indian Arm,18,2.464
2023-07-10,July,Indian Arm,18,2.55
2023-07-10,July,Indian Arm,18,2.712
2023-07-10,July,Indian Arm,18,2.5
2023-07-10,July,Indian Arm,18,2.474
2023-07-10,July,Indian Arm,18,2.83
2023-07-10,July,Indian Arm,18,2.783
2023-07-10,July,Indian Arm,18,2.636
2023-07-14,July,Indian Arm,18,2.839
2023-07-14,July,Indian Arm,18,2.509
2023-07-14,July,Indian Arm,18,2.218
2023-07-14,July,Indian Arm,18,2.947
2023-07-14,July,Indian Arm,18,2.509
2023-07-14,July,Indian Arm,18,2.494
2023-07-14,July,Indian Arm,18,2.558
2023-07-14,July,Indian Arm,18,2.285
2023-07-14,July,Indian Arm,18,2.366
2023-07-14,July,Indian Arm,18,3.095
2023-07-14,July,Indian Arm,18,2.548
2023-07-14,July,Indian Arm,18,2.941
2023-07-14,July,Indian Arm,18,2.469
2023-07-14,July,Indian Arm,18,2.683
2023-07-14,July,Indian Arm,18,2.503
2023-07-14,July,Indian Arm,18,2.451
2023-07-14,July,Indian Arm,18,2.341
2023-07-14,July,Indian Arm,18,3.382
2023-08-01,August,Indian Arm,18,2.55
2023-08-01,August,Indian Arm,18,2.326
2023-08-01,August,Indian Arm,18,2.181
2023-08-01,August,Indian Arm,18,2.368
2023-08-01,August,Indian Arm,18,2.486
2023-08-01,August,Indian Arm,18,2.52
2023-08-01,August,Indian Arm,18,2.232
2023-08-01,August,Indian Arm,18,2.717
2023-08-01,August,Indian Arm,18,2.446
2023-08-01,August,Indian Arm,18,2.789
2023-08-01,August,Indian Arm,18,2.767
2023-08-01,August,Indian Arm,18,2.84
2023-08-01,August,Indian Arm,18,2.705
2023-08-01,August,Indian Arm,18,2.792
2023-08-01,August,Indian Arm,18,2.643
2023-08-01,August,Indian Arm,18,2.509
2023-08-01,August,Indian Arm,18,2.39
2023-08-01,August,Indian Arm,18,2.984
2023-07-02,July,Indian Arm,20,2.744
2023-07-02,July,Indian Arm,20,2.582
2023-07-02,July,Indian Arm,20,2.307
2023-07-02,July,Indian Arm,20,2.684
2023-07-02,July,Indian Arm,20,2.475
2023-07-02,July,Indian Arm,20,2.871
2023-07-02,July,Indian Arm,20,2.556
2023-07-02,July,Indian Arm,20,2.521
2023-07-02,July,Indian Arm,20,2.823
2023-07-02,July,Indian Arm,20,2.5
2023-07-02,July,Indian Arm,20,2.178
2023-07-02,July,Indian Arm,20,2.397
2023-07-02,July,Indian Arm,20,2.651
2023-07-02,July,Indian Arm,20,2.297
2023-07-02,July,Indian Arm,20,2.287
2023-07-02,July,Indian Arm,20,2.477
2023-07-02,July,Indian Arm,20,2.639
2023-07-02,July,Indian Arm,20,2.287
2023-07-02,July,Indian Arm,20,2.714
2023-07-02,July,Indian Arm,20,2.556
2023-07-18,July,Indian Arm,20,2.8
2023-07-18,July,Indian Arm,20,2.888
2023-07-18,July,Indian Arm,20,2.46
2023-07-18,July,Indian Arm,20,2.552
2023-07-18,July,Indian Arm,20,2.939
2023-07-18,July,Indian Arm,20,2.57
2023-07-18,July,Indian Arm,20,2.251
2023-07-18,July,Indian Arm,20,2.754
2023-07-18,July,Indian Arm,20,2.469
2023-07-18,July,Indian Arm,20,2.658
2023-07-18,July,Indian Arm,20,2.587
2023-07-18,July,Indian Arm,20,2.384
2023-07-18,July,Indian Arm,20,2.597
2023-07-18,July,Indian Arm,20,2.514
2023-07-18,July,Indian Arm,20,2.199
2023-07-18,July,Indian Arm,20,2.215
2023-07-18,July,Indian Arm,20,2.555
2023-07-18,July,Indian Arm,20,2.333
2023-07-18,July,Indian Arm,20,2.658
2023-07-18,July,Indian Arm,20,2.704
2023-08-03,August,Indian Arm,20,2.612
2023-08-03,August,Indian Arm,20,2.444
2023-08-03,August,Indian Arm,20,2.991
2023-08-03,August,Indian Arm,20,2.324
2023-08-03,August,Indian Arm,20,2.544
2023-08-03,August,Indian Arm,20,2.624
2023-08-03,August,Indian Arm,20,2.585
2023-08-03,August,Indian Arm,20,2.576
2023-08-03,August,Indian Arm,20,2.448
2023-08-03,August,Indian Arm,20,2.524
2023-08-03,August,Indian Arm,20,2.53
2023-08-03,August,Indian Arm,20,2.464
2023-08-03,August,Indian Arm,20,2.439
2023-08-03,August,Indian Arm,20,2.729
2023-08-03,August,Indian Arm,20,2.337
2023-08-03,August,Indian Arm,20,2.588
2023-08-03,August,Indian Arm,20,2.298
2023-08-03,August,Indian Arm,20,2.382
2023-08-03,August,Indian Arm,20,2.427
2023-08-03,August,Indian Arm,20,2
2023-07-22,July,Indian Arm,21,2.665
2023-07-22,July,Indian Arm,21,2.887
2023-07-22,July,Indian Arm,21,2.899
2023-07-22,July,Indian Arm,21,2.51
2023-07-22,July,Indian Arm,21,2.625
2023-07-22,July,Indian Arm,21,2.642
2023-07-22,July,Indian Arm,21,2.681
2023-07-22,July,Indian Arm,21,2.722
2023-07-22,July,Indian Arm,21,2.345
2023-07-22,July,Indian Arm,21,2.679
2023-07-22,July,Indian Arm,21,2.657
2023-07-22,July,Indian Arm,21,2.945
2023-07-22,July,Indian Arm,21,2.381
2023-07-22,July,Indian Arm,21,2.62
2023-07-22,July,Indian Arm,21,2.538
2023-07-22,July,Indian Arm,21,2.287
2023-07-22,July,Indian Arm,21,2.481
2023-07-22,July,Indian Arm,21,2.351
2023-07-22,July,Indian Arm,21,2.581
2023-07-22,July,Indian Arm,21,2.87
2023-07-22,July,Indian Arm,21,2.77
2023-07-28,July,Indian Arm,23,2.912
2023-07-28,July,Indian Arm,23,2.861
2023-07-28,July,Indian Arm,23,2.621
2023-07-28,July,Indian Arm,23,2.609
2023-07-28,July,Indian Arm,23,2.713
2023-07-28,July,Indian Arm,23,2.865
2023-07-28,July,Indian Arm,23,2.917
2023-07-28,July,Indian Arm,23,2.496
2023-07-28,July,Indian Arm,23,2.753
2023-07-28,July,Indian Arm,23,3.045
2023-07-28,July,Indian Arm,23,2.657
2023-07-28,July,Indian Arm,23,2.773
2023-07-28,July,Indian Arm,23,2.577
2023-07-28,July,Indian Arm,23,2.501
2023-07-28,July,Indian Arm,23,2.579
2023-07-28,July,Indian Arm,23,2.544
2023-07-28,July,Indian Arm,23,2.729
2023-07-28,July,Indian Arm,23,2.767
2023-07-28,July,Indian Arm,23,2.723
2023-07-28,July,Indian Arm,23,2.594
2023-07-28,July,Indian Arm,23,2.736
2023-07-28,July,Indian Arm,23,2.897
2023-07-28,July,Indian Arm,23,2.762
2023-08-21,August,Indian Arm,24,2.682
2023-08-21,August,Indian Arm,24,2.541
2023-08-21,August,Indian Arm,24,2.647
2023-08-21,August,Indian Arm,24,2.362
2023-08-21,August,Indian Arm,24,2.69
2023-08-21,August,Indian Arm,24,2.428
2023-08-21,August,Indian Arm,24,2.614
2023-08-21,August,Indian Arm,24,2.515
2023-08-21,August,Indian Arm,24,2.373
2023-08-21,August,Indian Arm,24,2.9
2023-08-21,August,Indian Arm,24,2.737
2023-08-21,August,Indian Arm,24,2.668
2023-08-21,August,Indian Arm,24,2.548
2023-08-21,August,Indian Arm,24,2.766
2023-08-21,August,Indian Arm,24,2.533
2023-08-21,August,Indian Arm,24,2.959
2023-08-21,August,Indian Arm,24,2.549
2023-08-21,August,Indian Arm,24,2.811
2023-08-21,August,Indian Arm,24,2.603
2023-08-21,August,Indian Arm,24,2.406
2023-08-21,August,Indian Arm,24,2.346
2023-08-21,August,Indian Arm,24,2.575
2023-08-21,August,Indian Arm,24,2.547
2023-08-21,August,Indian Arm,24,2.627
2023-08-11,August,Indian Arm,25,2.346
2023-08-11,August,Indian Arm,25,2.41
2023-08-11,August,Indian Arm,25,2.467
2023-08-11,August,Indian Arm,25,2.814
2023-08-11,August,Indian Arm,25,2.606
2023-08-11,August,Indian Arm,25,2.388
2023-08-11,August,Indian Arm,25,2.479
2023-08-11,August,Indian Arm,25,2.623
2023-08-11,August,Indian Arm,25,2.341
2023-08-11,August,Indian Arm,25,2.44
2023-08-11,August,Indian Arm,25,2.639
2023-08-11,August,Indian Arm,25,2.66
2023-08-11,August,Indian Arm,25,2.551
2023-08-11,August,Indian Arm,25,2.399
2023-08-11,August,Indian Arm,25,2.37
2023-08-11,August,Indian Arm,25,2.468
2023-08-11,August,Indian Arm,25,2.455
2023-08-11,August,Indian Arm,25,2.744
2023-08-11,August,Indian Arm,25,2.511
2023-08-11,August,Indian Arm,25,2.391
2023-08-11,August,Indian Arm,25,2.222
2023-08-11,August,Indian Arm,25,2.494
2023-08-11,August,Indian Arm,25,2.436
2023-08-11,August,Indian Arm,25,2.66
2023-08-11,August,Indian Arm,25,2.658
2023-07-24,July,Indian Arm,26,2.657
2023-07-24,July,Indian Arm,26,2.303
2023-07-24,July,Indian Arm,26,2.328
2023-07-24,July,Indian Arm,26,2.881
2023-07-24,July,Indian Arm,26,2.763
2023-07-24,July,Indian Arm,26,2.484
2023-07-24,July,Indian Arm,26,2.811
2023-07-24,July,Indian Arm,26,2.73
2023-07-24,July,Indian Arm,26,2.615
2023-07-24,July,Indian Arm,26,2.947
2023-07-24,July,Indian Arm,26,2.54
2023-07-24,July,Indian Arm,26,2.454
2023-07-24,July,Indian Arm,26,2.63
2023-07-24,July,Indian Arm,26,2.55
2023-07-24,July,Indian Arm,26,2.02
2023-07-24,July,Indian Arm,26,2.746
2023-07-24,July,Indian Arm,26,2.553
2023-07-24,July,Indian Arm,26,2.832
2023-07-24,July,Indian Arm,26,2.493
2023-07-24,July,Indian Arm,26,2.77
2023-07-24,July,Indian Arm,26,2.658
2023-07-24,July,Indian Arm,26,2.527
2023-07-24,July,Indian Arm,26,2.775
2023-07-24,July,Indian Arm,26,2.536
2023-07-24,July,Indian Arm,26,2.351
2023-07-24,July,Indian Arm,26,2.648
2023-08-09,August,Indian Arm,28,2.755
2023-08-09,August,Indian Arm,28,2.681
2023-08-09,August,Indian Arm,28,2.806
2023-08-09,August,Indian Arm,28,2.573
2023-08-09,August,Indian Arm,28,2.737
2023-08-09,August,Indian Arm,28,2.612
2023-08-09,August,Indian Arm,28,2.643
2023-08-09,August,Indian Arm,28,2.764
2023-08-09,August,Indian Arm,28,2.768
2023-08-09,August,Indian Arm,28,2.564
2023-08-09,August,Indian Arm,28,2.951
2023-08-09,August,Indian Arm,28,2.407
2023-08-09,August,Indian Arm,28,2.692
2023-08-09,August,Indian Arm,28,2.353
2023-08-09,August,Indian Arm,28,2.56
2023-08-09,August,Indian Arm,28,2.627
2023-08-09,August,Indian Arm,28,2.895
